event_code,gid,key,wrong
"141-Demonstrate or rally, not specified elsewhere",275,AFP_ENG_20090401.0676.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",275,AFP_ENG_20090406.0156.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",275,AFP_ENG_20090401.0676.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",275,AFP_ENG_20090401.0496.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",275,AFP_ENG_20090402.0552.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",275,AFP_ENG_20090401.0496.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",275,AFP_ENG_20090401.0676.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",275,APW_ENG_20090401.0809.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",275,APW_ENG_20090401.1456.cameo.xml_141_12,
"141-Demonstrate or rally, not specified elsewhere",275,AFP_ENG_20090401.0486.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",275,AFP_ENG_20090401.0496.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",275,APW_ENG_20090409.0932.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",278,APW_ENG_20090413.0200.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",278,AFP_ENG_20090412.0418.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",278,AFP_ENG_20090412.0418.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",278,AFP_ENG_20090412.0388.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",277,AFP_ENG_20090310.0571.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",277,AFP_ENG_20090310.0571.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",277,AFP_ENG_20090310.0571.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",280,APW_ENG_20090428.0935.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",280,APW_ENG_20090428.0935.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",279,NYT_ENG_20090410.0016.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",279,AFP_ENG_20090409.0297.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",279,APW_ENG_20090422.1223.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",256,AFP_ENG_20090414.0139.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",256,AFP_ENG_20090414.0139.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",257,AFP_ENG_20090406.0846.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",257,AFP_ENG_20090311.0496.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",258,AFP_ENG_20090412.0238.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",258,AFP_ENG_20090411.0257.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",258,AFP_ENG_20090412.0278.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",258,AFP_ENG_20090415.0251.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",259,AFP_ENG_20090315.0414.cameo.xml_141_7,
"141-Demonstrate or rally, not specified elsewhere",259,AFP_ENG_20090315.0414.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",259,AFP_ENG_20090315.0414.cameo.xml_141_6,
"141-Demonstrate or rally, not specified elsewhere",252,AFP_ENG_20090430.0469.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",252,AFP_ENG_20090430.0469.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",253,APW_ENG_20090313.0979.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",253,APW_ENG_20090313.0979.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",254,AFP_ENG_20090326.0722.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",254,AFP_ENG_20090326.0722.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",254,AFP_ENG_20090326.0722.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",255,AFP_ENG_20090319.0549.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",255,AFP_ENG_20090319.0549.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",260,AFP_ENG_20090408.0804.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",260,AFP_ENG_20090408.0774.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",260,AFP_ENG_20090312.0575.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",260,APW_ENG_20090421.0064.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",261,APW_ENG_20090410.0194.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",261,APW_ENG_20090410.0435.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",261,APW_ENG_20090416.0596.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",261,AFP_ENG_20090429.0757.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",261,APW_ENG_20090412.0102.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",282,AFP_ENG_20090408.0774.cameo.xml_141_6,
"141-Demonstrate or rally, not specified elsewhere",282,APW_ENG_20090424.0388.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",281,AFP_ENG_20090327.0590.cameo.xml_141_6,
"141-Demonstrate or rally, not specified elsewhere",281,AFP_ENG_20090330.0712.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",287,APW_ENG_20090324.1104.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",287,APW_ENG_20090325.0109.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",286,APW_ENG_20090310.0397.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",286,AFP_ENG_20090310.0941.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",285,AFP_ENG_20090418.0173.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",285,AFP_ENG_20090418.0173.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",284,APW_ENG_20090311.0800.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",284,APW_ENG_20090311.0800.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",283,APW_ENG_20090403.1420.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",283,APW_ENG_20090403.1420.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",283,APW_ENG_20090403.1420.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,NYT_ENG_20090415.0096.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090421.0257.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090301.0317.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090324.1315.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090426.0038.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090408.0947.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090318.0112.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090427.0003.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090303.0640.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090304.0640.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090314.0578.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090310.0556.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090312.0082.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090429.0228.cameo.xml_141_10,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090404.0073.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090425.0895.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090420.0181.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090310.0043.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090410.0948.cameo.xml_141_2,yes
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090402.0817.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090323.0832.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090331.0170.cameo.xml_141_4,yes
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090403.0397.cameo.xml_141_6,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090404.0073.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090401.0304.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090409.0297.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090411.0187.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090305.0175.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090305.0615.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090304.0199.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090409.0497.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090331.0740.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090308.0019.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090308.0539.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090406.0566.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090426.0469.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090424.0823.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090317.0413.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090306.0577.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090316.0645.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090304.0540.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090407.0106.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090316.0324.cameo.xml_141_10,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090312.0793.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090301.0517.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090409.0026.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090407.0226.cameo.xml_141_7,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090429.0290.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090402.1258.cameo.xml_141_0,yes
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090403.0397.cameo.xml_141_5,yes
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090331.0170.cameo.xml_141_5,yes
"141-Demonstrate or rally, not specified elsewhere",,NYT_ENG_20090403.0040.cameo.xml_141_12,yes
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090313.0918.cameo.xml_141_9,
"141-Demonstrate or rally, not specified elsewhere",,NYT_ENG_20090316.0036.cameo.xml_141_4,yes
"141-Demonstrate or rally, not specified elsewhere",,NYT_ENG_20090316.0036.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090417.0595.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090307.0645.cameo.xml_141_1,yes
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090423.0831.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090407.0346.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090403.1480.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090327.0673.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090312.0954.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090412.0222.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090407.0256.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090413.0018.cameo.xml_141_4,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090311.0983.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090406.0456.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090324.0368.cameo.xml_141_0,yes
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090301.0187.cameo.xml_141_6,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090411.0015.cameo.xml_141_1,yes
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090412.0457.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090324.0068.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090416.0596.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090404.0403.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090416.0596.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090310.0397.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090314.0006.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090418.0173.cameo.xml_141_5,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090404.0073.cameo.xml_141_3,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090319.0769.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090317.0473.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090327.0815.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,NYT_ENG_20090329.0033.cameo.xml_141_1,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090425.0622.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,NYT_ENG_20090406.0020.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090321.0489.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,AFP_ENG_20090415.0241.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,NYT_ENG_20090306.0059.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090427.0825.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090305.0030.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,NYT_ENG_20090408.0088.cameo.xml_141_0,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090315.0395.cameo.xml_141_2,
"141-Demonstrate or rally, not specified elsewhere",,APW_ENG_20090305.1029.cameo.xml_141_0,
"120-Reject, not specified elsewhere",233,APW_ENG_20090404.0338.cameo.xml_120_5,
"120-Reject, not specified elsewhere",233,APW_ENG_20090403.0552.cameo.xml_120_4,
"120-Reject, not specified elsewhere",235,APW_ENG_20090403.0643.cameo.xml_120_1,
"120-Reject, not specified elsewhere",235,APW_ENG_20090403.0643.cameo.xml_120_0,
"120-Reject, not specified elsewhere",234,APW_ENG_20090331.0972.cameo.xml_120_4,
"120-Reject, not specified elsewhere",234,NYT_ENG_20090328.0060.cameo.xml_120_8,
"120-Reject, not specified elsewhere",234,APW_ENG_20090331.1348.cameo.xml_120_6,
"120-Reject, not specified elsewhere",237,AFP_ENG_20090405.0197.cameo.xml_120_3,
"120-Reject, not specified elsewhere",237,AFP_ENG_20090323.0396.cameo.xml_120_0,
"120-Reject, not specified elsewhere",236,APW_ENG_20090423.0106.cameo.xml_120_5,
"120-Reject, not specified elsewhere",236,AFP_ENG_20090426.0125.cameo.xml_120_4,
"120-Reject, not specified elsewhere",236,APW_ENG_20090430.0511.cameo.xml_120_5,
"120-Reject, not specified elsewhere",236,APW_ENG_20090430.0511.cameo.xml_120_4,
"120-Reject, not specified elsewhere",236,AFP_ENG_20090429.0477.cameo.xml_120_3,
"120-Reject, not specified elsewhere",239,AFP_ENG_20090317.0183.cameo.xml_120_1,
"120-Reject, not specified elsewhere",239,APW_ENG_20090317.0993.cameo.xml_120_3,
"120-Reject, not specified elsewhere",239,APW_ENG_20090317.0895.cameo.xml_120_2,
"120-Reject, not specified elsewhere",239,APW_ENG_20090317.0993.cameo.xml_120_2,
"120-Reject, not specified elsewhere",239,APW_ENG_20090317.0895.cameo.xml_120_1,
"120-Reject, not specified elsewhere",238,APW_ENG_20090330.0915.cameo.xml_120_0,
"120-Reject, not specified elsewhere",238,APW_ENG_20090330.0915.cameo.xml_120_1,
"120-Reject, not specified elsewhere",238,APW_ENG_20090330.0629.cameo.xml_120_0,
"120-Reject, not specified elsewhere",238,APW_ENG_20090330.0629.cameo.xml_120_1,
"120-Reject, not specified elsewhere",238,APW_ENG_20090330.0996.cameo.xml_120_1,
"120-Reject, not specified elsewhere",238,APW_ENG_20090330.0996.cameo.xml_120_2,
"120-Reject, not specified elsewhere",241,APW_ENG_20090318.0854.cameo.xml_120_5,
"120-Reject, not specified elsewhere",241,APW_ENG_20090318.0854.cameo.xml_120_6,
"120-Reject, not specified elsewhere",240,AFP_ENG_20090320.0638.cameo.xml_120_1,
"120-Reject, not specified elsewhere",240,AFP_ENG_20090320.0638.cameo.xml_120_2,
"120-Reject, not specified elsewhere",243,APW_ENG_20090318.0958.cameo.xml_120_2,
"120-Reject, not specified elsewhere",243,APW_ENG_20090318.1056.cameo.xml_120_1,
"120-Reject, not specified elsewhere",242,AFP_ENG_20090325.0489.cameo.xml_120_0,
"120-Reject, not specified elsewhere",242,AFP_ENG_20090325.0829.cameo.xml_120_0,
"120-Reject, not specified elsewhere",245,APW_ENG_20090313.0918.cameo.xml_120_7,
"120-Reject, not specified elsewhere",245,APW_ENG_20090315.0160.cameo.xml_120_3,
"120-Reject, not specified elsewhere",245,APW_ENG_20090313.0793.cameo.xml_120_3,
"120-Reject, not specified elsewhere",245,APW_ENG_20090322.0316.cameo.xml_120_3,
"120-Reject, not specified elsewhere",245,APW_ENG_20090312.0487.cameo.xml_120_4,
"120-Reject, not specified elsewhere",244,AFP_ENG_20090316.0324.cameo.xml_120_9,
"120-Reject, not specified elsewhere",244,AFP_ENG_20090316.0064.cameo.xml_120_8,
"120-Reject, not specified elsewhere",247,AFP_ENG_20090319.0819.cameo.xml_120_0,
"120-Reject, not specified elsewhere",247,AFP_ENG_20090319.0819.cameo.xml_120_1,
"120-Reject, not specified elsewhere",246,APW_ENG_20090424.1008.cameo.xml_120_0,
"120-Reject, not specified elsewhere",246,APW_ENG_20090424.0877.cameo.xml_120_0,
"120-Reject, not specified elsewhere",249,APW_ENG_20090320.0516.cameo.xml_120_3,
"120-Reject, not specified elsewhere",249,AFP_ENG_20090319.0319.cameo.xml_120_0,
"120-Reject, not specified elsewhere",248,AFP_ENG_20090302.0623.cameo.xml_120_2,
"120-Reject, not specified elsewhere",248,APW_ENG_20090317.0578.cameo.xml_120_3,
"120-Reject, not specified elsewhere",248,AFP_ENG_20090316.0374.cameo.xml_120_3,
"120-Reject, not specified elsewhere",248,APW_ENG_20090301.0120.cameo.xml_120_7,
"120-Reject, not specified elsewhere",251,AFP_ENG_20090403.0560.cameo.xml_120_1,
"120-Reject, not specified elsewhere",251,AFP_ENG_20090403.0560.cameo.xml_120_0,
"120-Reject, not specified elsewhere",251,APW_ENG_20090421.1154.cameo.xml_120_4,
"120-Reject, not specified elsewhere",251,APW_ENG_20090421.0832.cameo.xml_120_1,
"120-Reject, not specified elsewhere",250,APW_ENG_20090323.1323.cameo.xml_120_7,
"120-Reject, not specified elsewhere",250,APW_ENG_20090319.1242.cameo.xml_120_3,
"120-Reject, not specified elsewhere",229,APW_ENG_20090326.0770.cameo.xml_120_7,
"120-Reject, not specified elsewhere",229,APW_ENG_20090327.0238.cameo.xml_120_9,
"120-Reject, not specified elsewhere",230,APW_ENG_20090404.0400.cameo.xml_120_7,
"120-Reject, not specified elsewhere",230,AFP_ENG_20090405.0217.cameo.xml_120_5,
"120-Reject, not specified elsewhere",231,AFP_ENG_20090429.0687.cameo.xml_120_1,
"120-Reject, not specified elsewhere",231,APW_ENG_20090424.0027.cameo.xml_120_6,
"120-Reject, not specified elsewhere",232,APW_ENG_20090413.1013.cameo.xml_120_1,
"120-Reject, not specified elsewhere",232,APW_ENG_20090311.0020.cameo.xml_120_4,
"120-Reject, not specified elsewhere",227,AFP_ENG_20090427.0384.cameo.xml_120_3,
"120-Reject, not specified elsewhere",227,AFP_ENG_20090427.0454.cameo.xml_120_0,
"120-Reject, not specified elsewhere",228,AFP_ENG_20090311.0346.cameo.xml_120_4,
"120-Reject, not specified elsewhere",228,AFP_ENG_20090311.0346.cameo.xml_120_3,
"120-Reject, not specified elsewhere",,APW_ENG_20090323.0250.cameo.xml_120_0,
"120-Reject, not specified elsewhere",,APW_ENG_20090304.1206.cameo.xml_120_3,
"120-Reject, not specified elsewhere",,AFP_ENG_20090407.0646.cameo.xml_120_1,yes
"120-Reject, not specified elsewhere",,AFP_ENG_20090413.0508.cameo.xml_120_1,
"120-Reject, not specified elsewhere",,AFP_ENG_20090429.1037.cameo.xml_120_3,
"120-Reject, not specified elsewhere",,NYT_ENG_20090328.0070.cameo.xml_120_1,
"120-Reject, not specified elsewhere",,AFP_ENG_20090331.0020.cameo.xml_120_0,
"120-Reject, not specified elsewhere",,APW_ENG_20090426.0308.cameo.xml_120_7,
"120-Reject, not specified elsewhere",,AFP_ENG_20090322.0433.cameo.xml_120_0,yes
"120-Reject, not specified elsewhere",,AFP_ENG_20090414.0779.cameo.xml_120_1,yes
"120-Reject, not specified elsewhere",,APW_ENG_20090403.1006.cameo.xml_120_9,yes
"120-Reject, not specified elsewhere",,APW_ENG_20090401.1456.cameo.xml_120_11,
"120-Reject, not specified elsewhere",,APW_ENG_20090403.1006.cameo.xml_120_10,yes
"120-Reject, not specified elsewhere",,NYT_ENG_20090407.0161.cameo.xml_120_4,yes
"120-Reject, not specified elsewhere",,AFP_ENG_20090416.0345.cameo.xml_120_2,
"120-Reject, not specified elsewhere",,AFP_ENG_20090312.0095.cameo.xml_120_2,
"120-Reject, not specified elsewhere",,AFP_ENG_20090325.0039.cameo.xml_120_2,
"120-Reject, not specified elsewhere",,APW_ENG_20090409.0527.cameo.xml_120_1,yes
"120-Reject, not specified elsewhere",,APW_ENG_20090409.0527.cameo.xml_120_2,yes
"120-Reject, not specified elsewhere",,AFP_ENG_20090311.0176.cameo.xml_120_0,
"120-Reject, not specified elsewhere",,APW_ENG_20090330.0611.cameo.xml_120_0,
"120-Reject, not specified elsewhere",,AFP_ENG_20090302.0403.cameo.xml_120_0,
"120-Reject, not specified elsewhere",,AFP_ENG_20090430.0349.cameo.xml_120_1,
"120-Reject, not specified elsewhere",,APW_ENG_20090422.1484.cameo.xml_120_1,
"120-Reject, not specified elsewhere",,AFP_ENG_20090407.0026.cameo.xml_120_12,
"120-Reject, not specified elsewhere",,AFP_ENG_20090423.0611.cameo.xml_120_3,
"120-Reject, not specified elsewhere",,AFP_ENG_20090304.0180.cameo.xml_120_2,
"120-Reject, not specified elsewhere",,NYT_ENG_20090410.0016.cameo.xml_120_1,
"120-Reject, not specified elsewhere",,APW_ENG_20090307.0309.cameo.xml_120_2,
"120-Reject, not specified elsewhere",,APW_ENG_20090316.0105.cameo.xml_120_2,
"120-Reject, not specified elsewhere",,NYT_ENG_20090413.0207.cameo.xml_120_0,
"120-Reject, not specified elsewhere",,NYT_ENG_20090328.0070.cameo.xml_120_2,
"120-Reject, not specified elsewhere",,AFP_ENG_20090305.0295.cameo.xml_120_0,
"120-Reject, not specified elsewhere",,AFP_ENG_20090422.0238.cameo.xml_120_1,
"120-Reject, not specified elsewhere",,APW_ENG_20090413.0070.cameo.xml_120_3,
"120-Reject, not specified elsewhere",,APW_ENG_20090313.0596.cameo.xml_120_3,
"120-Reject, not specified elsewhere",,APW_ENG_20090302.0888.cameo.xml_120_7,
"120-Reject, not specified elsewhere",,APW_ENG_20090317.1158.cameo.xml_120_3,
"120-Reject, not specified elsewhere",,AFP_ENG_20090314.0415.cameo.xml_120_0,
"120-Reject, not specified elsewhere",,AFP_ENG_20090407.0046.cameo.xml_120_3,
"120-Reject, not specified elsewhere",,AFP_ENG_20090422.0478.cameo.xml_120_7,
"120-Reject, not specified elsewhere",,AFP_ENG_20090423.0131.cameo.xml_120_0,yes
"120-Reject, not specified elsewhere",,AFP_ENG_20090423.0131.cameo.xml_120_1,yes
"120-Reject, not specified elsewhere",,AFP_ENG_20090312.0455.cameo.xml_120_0,
"120-Reject, not specified elsewhere",,APW_ENG_20090430.0760.cameo.xml_120_4,
"120-Reject, not specified elsewhere",,APW_ENG_20090427.1149.cameo.xml_120_1,
"120-Reject, not specified elsewhere",,AFP_ENG_20090304.0130.cameo.xml_120_4,
"120-Reject, not specified elsewhere",,APW_ENG_20090403.0506.cameo.xml_120_0,yes
"120-Reject, not specified elsewhere",,AFP_ENG_20090403.0550.cameo.xml_120_0,yes
"120-Reject, not specified elsewhere",,APW_ENG_20090403.0868.cameo.xml_120_1,yes
"120-Reject, not specified elsewhere",,AFP_ENG_20090424.0321.cameo.xml_120_0,
"120-Reject, not specified elsewhere",,AFP_ENG_20090401.0786.cameo.xml_120_2,
"120-Reject, not specified elsewhere",,APW_ENG_20090406.0180.cameo.xml_120_5,
"120-Reject, not specified elsewhere",,AFP_ENG_20090410.0309.cameo.xml_120_1,
"120-Reject, not specified elsewhere",,APW_ENG_20090311.1023.cameo.xml_120_4,
"120-Reject, not specified elsewhere",,AFP_ENG_20090315.0124.cameo.xml_120_4,
"120-Reject, not specified elsewhere",,APW_ENG_20090307.0165.cameo.xml_120_2,
"120-Reject, not specified elsewhere",,APW_ENG_20090429.1146.cameo.xml_120_3,
"120-Reject, not specified elsewhere",,APW_ENG_20090418.0398.cameo.xml_120_4,
"120-Reject, not specified elsewhere",,APW_ENG_20090408.0461.cameo.xml_120_7,
"120-Reject, not specified elsewhere",,APW_ENG_20090302.0527.cameo.xml_120_1,
"120-Reject, not specified elsewhere",,AFP_ENG_20090305.0235.cameo.xml_120_6,
"120-Reject, not specified elsewhere",,AFP_ENG_20090301.0257.cameo.xml_120_1,
"120-Reject, not specified elsewhere",,NYT_ENG_20090323.0087.cameo.xml_120_1,yes
"120-Reject, not specified elsewhere",,AFP_ENG_20090310.0751.cameo.xml_120_1,
